stamp;soll-tr1;soll-nolimit-tr1;ist-tr1;soll-tr2;soll-nolimit-tr2;ist-tr2;soll-tr3;soll-nolimit-tr3;ist-tr3;soll-tr4;soll-nolimit-tr4;ist-tr4;soll-tr5;soll-nolimit-tr5;ist-tr5;soll-tr6;soll-nolimit-tr6;ist-tr6;soll-tr7;soll-nolimit-tr7;ist-tr7;soll-tr8;soll-nolimit-tr8;ist-tr8;soll-tr9;soll-nolimit-tr9;ist-tr9;soll-tr10;soll-nolimit-tr10;ist-tr10;soll-tr11;soll-nolimit-tr11;ist-tr11;soll-tr12;soll-nolimit-tr12;ist-tr12;soll-tr13;soll-nolimit-tr13;ist-tr13;soll-tr14;soll-nolimit-tr14;ist-tr14;soll-tr15;soll-nolimit-tr15;ist-tr15;soll-tr16;soll-nolimit-tr16;ist-tr16;soll-tr17;soll-nolimit-tr17;ist-tr17;soll-tr18;soll-nolimit-tr18;ist-tr18;soll-tr19;soll-nolimit-tr19;ist-tr19;soll-tr20;soll-nolimit-tr20;ist-tr20;soll-tr21;soll-nolimit-tr21;ist-tr21;soll-tr22;soll-nolimit-tr22;ist-tr22;soll-tr23;soll-nolimit-tr23;ist-tr23;soll-tr24;soll-nolimit-tr24;ist-tr24;soll-tr25;soll-nolimit-tr25;ist-tr25;soll-tr26;soll-nolimit-tr26;ist-tr26;soll-tr27;soll-nolimit-tr27;ist-tr27;soll-tr28;soll-nolimit-tr28;ist-tr28
"2021-07-07 10:00:00";246.03;246.03;273.18029783333;246.03;246.03;;246.03;246.03;;245.40;245.40;;244.14;244.14;;274.90;274.90;;275.52;275.52;;244.77;244.77;;242.88;242.88;;245.40;245.40;;251.56;251.56;;251.56;251.56;;274.90;274.90;;255.08;255.08;;255.08;255.08;;253.20;253.20;;267.45;267.45;;268.07;268.07;;267.45;267.45;;232.74;232.74;;234.01;234.01;;232.74;232.74;;215.48;215.48;;216.75;216.75;;217.38;217.38;;217.38;217.38;;216.11;216.11;;216.11;216.11;
"2021-07-07 10:15:00";282.99;282.99;312.85090183333;282.99;282.99;;282.99;282.99;;282.27;282.27;;280.82;280.82;;316.20;316.20;;316.91;316.91;;281.54;281.54;;279.37;279.37;;282.27;282.27;;289.36;289.36;;289.36;289.36;;316.20;316.20;;293.40;293.40;;293.40;293.40;;291.24;291.24;;307.63;307.63;;308.34;308.34;;307.63;307.63;;267.70;267.70;;269.16;269.16;;267.70;267.70;;247.85;247.85;;249.31;249.31;;250.04;250.04;;250.04;250.04;;248.58;248.58;;248.58;248.58;
"2021-07-07 10:30:00";231.01;231.01;256.81753566667;231.01;231.01;;231.01;231.01;;230.42;230.42;;229.23;229.23;;258.11;258.11;;258.69;258.69;;229.82;229.82;;228.05;228.05;;230.42;230.42;;236.20;236.20;;236.20;236.20;;258.11;258.11;;239.51;239.51;;239.51;239.51;;237.74;237.74;;251.12;251.12;;251.70;251.70;;251.12;251.12;;218.53;218.53;;219.72;219.72;;218.53;218.53;;202.32;202.32;;203.51;203.51;;204.11;204.11;;204.11;204.11;;202.92;202.92;;202.92;202.92;
"2021-07-07 10:45:00";226.44;226.44;255.242545;226.44;226.44;;226.44;226.44;;225.86;225.86;;224.70;224.70;;253.01;253.01;;253.58;253.58;;225.28;225.28;;223.54;223.54;;225.86;225.86;;231.54;231.54;;231.54;231.54;;253.01;253.01;;234.77;234.77;;234.77;234.77;;233.04;233.04;;246.16;246.16;;246.73;246.73;;246.16;246.16;;214.21;214.21;;215.38;215.38;;214.21;214.21;;198.32;198.32;;199.49;199.49;;200.08;200.08;;200.08;200.08;;198.91;198.91;;198.91;198.91;
"2021-07-07 11:00:00";315.50;315.50;354.52807316667;315.50;315.50;;315.50;315.50;;314.69;314.69;;313.07;313.07;;352.52;352.52;;353.31;353.31;;313.88;313.88;;311.46;311.46;;314.69;314.69;;322.59;322.59;;322.59;322.59;;352.52;352.52;;327.10;327.10;;327.10;327.10;;324.69;324.69;;342.96;342.96;;343.76;343.76;;342.96;342.96;;298.45;298.45;;300.08;300.08;;298.45;298.45;;276.32;276.32;;277.95;277.95;;278.76;278.76;;278.76;278.76;;277.13;277.13;;277.13;277.13;
"2021-07-07 11:15:00";644.66;651.49;634.943869;643.98;651.49;;643.29;651.49;;631.98;649.82;;638.96;646.48;;663.36;727.93;;718.51;729.57;;632.59;648.15;;628.80;643.14;;641.32;649.82;;650.16;666.14;;647.40;666.14;;666.24;727.93;;657.12;675.46;;658.78;675.46;;647.55;670.48;;655.82;708.20;;664.04;709.84;;653.62;708.20;;616.29;616.29;;619.65;619.65;;616.29;616.29;;570.58;570.58;;573.95;573.95;;575.63;575.63;;575.63;575.63;;572.26;572.26;;572.26;572.26;
"2021-07-07 11:30:00";648.56;664.16;628.11201533333;647.00;664.16;;645.44;664.16;;636.49;662.46;;641.89;659.05;;663.36;742.09;;721.65;743.76;;633.66;660.76;;634.55;655.65;;645.15;662.46;;653.30;679.10;;648.76;679.10;;666.24;742.09;;658.67;688.59;;660.36;688.59;;649.78;683.52;;656.43;721.97;;664.80;723.65;;654.99;721.97;;626.56;628.28;;628.95;631.70;;626.21;628.28;;581.68;581.68;;585.11;585.11;;586.83;586.83;;585.46;586.83;;583.39;583.39;;583.39;583.39;
"2021-07-07 11:45:00";525.46;525.46;480.63063666667;525.46;525.46;;525.46;525.46;;524.11;524.11;;521.41;521.41;;587.11;587.11;;588.42;588.42;;522.76;522.76;;518.72;518.72;;524.11;524.11;;537.27;537.27;;537.27;537.27;;587.11;587.11;;544.78;544.78;;544.78;544.78;;540.77;540.77;;571.19;571.19;;572.52;572.52;;571.19;571.19;;497.07;497.07;;499.77;499.77;;497.07;497.07;;460.20;460.20;;462.91;462.91;;464.27;464.27;;464.27;464.27;;461.56;461.56;;461.56;461.56;
"2021-07-07 12:00:00";529.28;529.28;514.1767025;529.28;529.28;;529.28;529.28;;527.93;527.93;;525.21;525.21;;591.38;591.38;;592.71;592.71;;526.57;526.57;;522.50;522.50;;527.92;527.92;;541.18;541.18;;541.18;541.18;;591.38;591.38;;548.75;548.75;;548.75;548.75;;544.71;544.71;;575.35;575.35;;576.69;576.69;;575.35;575.35;;500.69;500.69;;503.41;503.41;;500.69;500.69;;463.55;463.55;;466.28;466.28;;467.65;467.65;;467.65;467.65;;464.92;464.92;;464.92;464.92;
"2021-07-07 12:15:00";596.15;596.15;449.47049783333;596.15;596.15;;596.15;596.15;;594.62;594.62;;591.57;591.57;;661.09;666.10;;667.59;667.59;;593.10;593.10;;588.51;588.51;;594.62;594.62;;609.56;609.56;;609.56;609.56;;663.61;666.10;;618.08;618.08;;618.08;618.08;;613.52;613.52;;644.36;648.04;;648.17;649.55;;642.98;648.04;;563.94;563.94;;567.02;567.02;;563.94;563.94;;522.11;522.11;;525.19;525.19;;526.74;526.74;;526.74;526.74;;523.65;523.65;;523.65;523.65;
"2021-07-07 12:30:00";663.40;712.41;577.66574266667;658.50;712.41;;653.60;712.41;;650.62;710.58;;653.02;706.93;;663.36;796.00;;730.12;797.78;;637.74;708.75;;648.72;703.27;;659.75;710.58;;664.16;728.42;;653.94;728.42;;666.24;796.00;;661.80;738.61;;665.43;738.61;;658.26;733.17;;658.74;774.42;;666.24;776.21;;658.74;774.42;;646.67;673.92;;646.98;677.59;;650.50;673.92;;623.08;623.93;;627.04;627.61;;621.04;629.45;;615.52;629.45;;625.49;625.77;;625.49;625.77;
"2021-07-07 12:45:00";666.30;743.36;601.98960416667;661.91;743.36;;657.51;743.36;;656.93;741.46;;656.19;737.65;;663.36;830.58;;734.43;832.45;;640.36;739.55;;651.58;733.83;;663.81;741.46;;666.30;760.08;;656.08;760.08;;666.24;830.58;;663.54;770.71;;666.30;770.71;;661.65;765.03;;660.22;808.07;;666.24;809.95;;660.22;808.07;;654.10;703.20;;658.24;707.03;;658.91;703.20;;641.66;651.04;;645.01;654.88;;639.75;656.80;;633.99;656.80;;645.62;652.96;;645.62;652.96;
"2021-07-07 13:00:00";599.43;599.43;490.96337833333;599.43;599.43;;599.43;599.43;;597.89;597.89;;594.82;594.82;;661.53;669.76;;671.27;671.27;;596.36;596.36;;591.75;591.75;;597.89;597.89;;612.91;612.91;;612.91;612.91;;664.05;669.76;;621.48;621.48;;621.48;621.48;;616.90;616.90;;646.07;651.61;;651.05;653.12;;644.00;651.61;;567.05;567.05;;570.14;570.14;;567.04;567.04;;524.99;524.99;;528.08;528.08;;529.63;529.63;;529.63;529.63;;526.54;526.54;;526.54;526.54;
"2021-07-07 13:15:00";372.98;372.98;400.4976815;372.98;372.98;;372.98;372.98;;372.02;372.02;;370.11;370.11;;416.74;416.74;;417.68;417.68;;371.07;371.07;;368.20;368.20;;372.02;372.02;;381.36;381.36;;381.36;381.36;;416.74;416.74;;386.70;386.70;;386.70;386.70;;383.85;383.85;;405.44;405.44;;406.38;406.38;;405.44;405.44;;352.83;352.83;;354.75;354.75;;352.83;352.83;;326.66;326.66;;328.58;328.58;;329.55;329.55;;329.55;329.55;;327.62;327.62;;327.62;327.62;
"2021-07-07 13:30:00";636.04;636.04;538.234471;636.04;636.04;;636.04;636.04;;625.70;634.40;;631.14;631.14;;663.36;710.66;;708.79;712.26;;627.80;632.77;;620.04;627.88;;633.16;634.40;;643.71;650.34;;642.61;650.34;;666.24;710.66;;651.86;659.43;;652.81;659.43;;644.16;654.57;;655.08;691.40;;663.10;693.00;;651.94;691.40;;601.67;601.67;;604.95;604.95;;601.67;601.67;;557.04;557.04;;560.33;560.33;;561.97;561.97;;561.97;561.97;;558.69;558.69;;558.69;558.69;
"2021-07-07 13:45:00";325.68;325.68;348.623882;325.68;325.68;;325.68;325.68;;324.85;324.85;;323.18;323.18;;363.90;363.90;;364.71;364.71;;324.01;324.01;;321.51;321.51;;324.85;324.85;;333.01;333.01;;333.01;333.01;;363.90;363.90;;337.66;337.66;;337.66;337.66;;335.17;335.17;;354.03;354.03;;354.85;354.85;;354.03;354.03;;308.09;308.09;;309.77;309.77;;308.09;308.09;;285.24;285.24;;286.92;286.92;;287.76;287.76;;287.76;287.76;;286.08;286.08;;286.08;286.08;
"2021-07-07 14:00:00";212.53;212.53;234.08354233333;212.53;212.53;;212.53;212.53;;211.98;211.98;;210.89;210.89;;237.46;237.46;;237.99;237.99;;211.44;211.44;;209.80;209.80;;211.98;211.98;;217.30;217.30;;217.30;217.30;;237.46;237.46;;220.34;220.34;;220.34;220.34;;218.72;218.72;;231.02;231.02;;231.56;231.56;;231.02;231.02;;201.04;201.04;;202.14;202.14;;201.04;201.04;;186.13;186.13;;187.23;187.23;;187.78;187.78;;187.78;187.78;;186.68;186.68;;186.68;186.68;
"2021-07-07 14:15:00";247.88;247.88;297.07279183333;247.88;247.88;;247.88;247.88;;247.25;247.25;;245.98;245.98;;276.97;276.97;;277.59;277.59;;246.61;246.61;;244.71;244.71;;247.25;247.25;;253.46;253.46;;253.46;253.46;;276.97;276.97;;257.00;257.00;;257.00;257.00;;255.11;255.11;;269.46;269.46;;270.09;270.09;;269.46;269.46;;234.49;234.49;;235.77;235.77;;234.49;234.49;;217.10;217.10;;218.38;218.38;;219.02;219.02;;219.02;219.02;;217.74;217.74;;217.74;217.74;
"2021-07-07 14:30:00";429.76;429.76;399.07712033333;429.76;429.76;;429.76;429.76;;428.65;428.65;;426.45;426.45;;480.18;480.18;;481.26;481.26;;427.55;427.55;;424.25;424.25;;428.65;428.65;;439.42;439.42;;439.42;439.42;;480.18;480.18;;445.56;445.56;;445.56;445.56;;442.28;442.28;;467.16;467.16;;468.25;468.25;;467.16;467.16;;406.54;406.54;;408.75;408.75;;406.54;406.54;;376.38;376.38;;378.60;378.60;;379.71;379.71;;379.71;379.71;;377.49;377.49;;377.49;377.49;
"2021-07-07 14:45:00";232.62;232.62;247.75357283333;232.62;232.62;;232.62;232.62;;232.02;232.02;;230.83;230.83;;259.91;259.91;;260.50;260.50;;231.43;231.43;;229.64;229.64;;232.02;232.02;;237.85;237.85;;237.85;237.85;;259.91;259.91;;241.18;241.18;;241.18;241.18;;239.40;239.40;;252.87;252.87;;253.46;253.46;;252.87;252.87;;220.05;220.05;;221.25;221.25;;220.05;220.05;;203.73;203.73;;204.93;204.93;;205.53;205.53;;205.53;205.53;;204.33;204.33;;204.33;204.33;
"2021-07-07 15:00:00";133.13;133.13;142.87881783333;133.13;133.13;;133.13;133.13;;132.79;132.79;;132.10;132.10;;148.75;148.75;;149.08;149.08;;132.44;132.44;;131.42;131.42;;132.79;132.79;;136.12;136.12;;136.12;136.12;;148.75;148.75;;138.02;138.02;;138.02;138.02;;137.01;137.01;;144.72;144.72;;145.05;145.05;;144.72;144.72;;125.93;125.93;;126.62;126.62;;125.93;125.93;;116.59;116.59;;117.28;117.28;;117.63;117.63;;117.63;117.63;;116.94;116.94;;116.94;116.94;
"2021-07-07 15:15:00";120.74;120.74;137.29623233333;120.74;120.74;;120.74;120.74;;120.43;120.43;;119.81;119.81;;134.91;134.91;;135.21;135.21;;120.12;120.12;;119.19;119.19;;120.43;120.43;;123.46;123.46;;123.46;123.46;;134.91;134.91;;125.18;125.18;;125.18;125.18;;124.26;124.26;;131.25;131.25;;131.56;131.56;;131.25;131.25;;114.22;114.22;;114.84;114.84;;114.22;114.22;;105.75;105.75;;106.37;106.37;;106.68;106.68;;106.68;106.68;;106.06;106.06;;106.06;106.06;
"2021-07-07 15:30:00";112.76;112.76;124.95025516667;112.76;112.76;;112.76;112.76;;112.47;112.47;;111.89;111.89;;125.99;125.99;;126.27;126.27;;112.18;112.18;;111.31;111.31;;112.47;112.47;;115.29;115.29;;115.29;115.29;;125.99;125.99;;116.91;116.91;;116.91;116.91;;116.04;116.04;;122.57;122.57;;122.86;122.86;;122.57;122.57;;106.67;106.67;;107.25;107.25;;106.67;106.67;;98.75;98.75;;99.34;99.34;;99.63;99.63;;99.63;99.63;;99.05;99.05;;99.05;99.05;
"2021-07-07 15:45:00";180.95;180.95;214.4187495;180.95;180.95;;180.95;180.95;;180.48;180.48;;179.55;179.55;;202.18;202.18;;202.63;202.63;;180.02;180.02;;178.63;178.63;;180.48;180.48;;185.01;185.01;;185.01;185.01;;202.18;202.18;;187.60;187.60;;187.60;187.60;;186.22;186.22;;196.70;196.70;;197.15;197.15;;196.70;196.70;;171.17;171.17;;172.10;172.10;;171.17;171.17;;158.47;158.47;;159.41;159.41;;159.88;159.88;;159.88;159.88;;158.94;158.94;;158.94;158.94;
"2021-07-07 16:00:00";437.60;437.60;459.12445116667;437.60;437.60;;437.60;437.60;;436.48;436.48;;434.23;434.23;;488.94;488.94;;490.04;490.04;;435.35;435.35;;431.99;431.99;;436.48;436.48;;447.44;447.44;;447.44;447.44;;488.94;488.94;;453.69;453.69;;453.69;453.69;;450.35;450.35;;475.69;475.69;;476.79;476.79;;475.69;475.69;;413.96;413.96;;416.21;416.21;;413.96;413.96;;383.25;383.25;;385.51;385.51;;386.64;386.64;;386.64;386.64;;384.38;384.38;;384.38;384.38;
"2021-07-07 16:15:00";595.02;595.02;543.6335275;595.02;595.02;;595.02;595.02;;593.49;593.49;;590.44;590.44;;660.94;664.83;;666.32;666.32;;591.97;591.97;;587.39;587.39;;593.49;593.49;;608.40;608.40;;608.40;608.40;;663.46;664.83;;616.91;616.91;;616.91;616.91;;612.36;612.36;;643.77;646.81;;647.17;648.31;;642.63;646.81;;562.87;562.87;;565.94;565.94;;562.87;562.87;;521.12;521.12;;524.20;524.20;;525.73;525.73;;525.73;525.73;;522.66;522.66;;522.66;522.66;
"2021-07-07 16:30:00";328.65;328.65;315.35220566667;328.65;328.65;;328.65;328.65;;327.80;327.80;;326.12;326.12;;367.21;367.21;;368.03;368.03;;326.96;326.96;;324.43;324.43;;327.80;327.80;;336.03;336.03;;336.03;336.03;;367.21;367.21;;340.73;340.73;;340.73;340.73;;338.22;338.22;;357.25;357.25;;358.08;358.08;;357.25;357.25;;310.89;310.89;;312.58;312.58;;310.89;310.89;;287.83;287.83;;289.53;289.53;;290.38;290.38;;290.38;290.38;;288.68;288.68;;288.68;288.68;
"2021-07-07 16:45:00";131.40;131.40;140.488705;131.40;131.40;;131.40;131.40;;131.07;131.07;;130.39;130.39;;146.82;146.82;;147.15;147.15;;130.73;130.73;;129.72;129.72;;131.07;131.07;;134.36;134.36;;134.36;134.36;;146.82;146.82;;136.24;136.24;;136.24;136.24;;135.23;135.23;;142.84;142.84;;143.17;143.17;;142.84;142.84;;124.30;124.30;;124.98;124.98;;124.30;124.30;;115.08;115.08;;115.76;115.76;;116.10;116.10;;116.10;116.10;;115.42;115.42;;115.42;115.42;
"2021-07-07 17:00:00";359.84;359.84;384.32184516667;359.84;359.84;;359.84;359.84;;358.91;358.91;;357.07;357.07;;402.06;402.06;;402.96;402.96;;357.99;357.99;;355.22;355.22;;358.91;358.91;;367.93;367.93;;367.93;367.93;;402.06;402.06;;373.07;373.07;;373.07;373.07;;370.32;370.32;;391.16;391.16;;392.07;392.07;;391.16;391.16;;340.40;340.40;;342.25;342.25;;340.40;340.40;;315.15;315.15;;317.01;317.01;;317.94;317.94;;317.94;317.94;;316.08;316.08;;316.08;316.08;
"2021-07-07 17:15:00";274.85;274.85;290.82827116667;274.85;274.85;;274.85;274.85;;274.14;274.14;;272.73;272.73;;307.09;307.09;;307.78;307.78;;273.44;273.44;;271.32;271.32;;274.14;274.14;;281.03;281.03;;281.03;281.03;;307.09;307.09;;284.96;284.96;;284.96;284.96;;282.86;282.86;;298.77;298.77;;299.46;299.46;;298.77;298.77;;260.00;260.00;;261.42;261.42;;260.00;260.00;;240.71;240.71;;242.13;242.13;;242.84;242.84;;242.84;242.84;;241.42;241.42;;241.42;241.42;
"2021-07-07 17:30:00";76.58;76.58;67.8044205;76.58;76.58;;76.58;76.58;;76.38;76.38;;75.99;75.99;;85.56;85.56;;85.75;85.75;;76.18;76.18;;75.59;75.59;;76.38;76.38;;78.30;78.30;;78.30;78.30;;85.56;85.56;;79.39;79.39;;79.39;79.39;;78.81;78.81;;83.24;83.24;;83.44;83.44;;83.24;83.24;;72.44;72.44;;72.83;72.83;;72.44;72.44;;67.07;67.07;;67.46;67.46;;67.66;67.66;;67.66;67.66;;67.26;67.26;;67.26;67.26;
"2021-07-07 17:45:00";104.74;104.74;109.44126033333;104.74;104.74;;104.74;104.74;;104.47;104.47;;103.94;103.94;;117.03;117.03;;117.29;117.29;;104.20;104.20;;103.40;103.40;;104.47;104.47;;107.10;107.10;;107.10;107.10;;117.03;117.03;;108.59;108.59;;108.59;108.59;;107.79;107.79;;113.86;113.86;;114.12;114.12;;113.86;113.86;;99.08;99.08;;99.62;99.62;;99.08;99.08;;91.73;91.73;;92.27;92.27;;92.54;92.54;;92.54;92.54;;92.00;92.00;;92.00;92.00;
"2021-07-07 18:00:00";83.23;83.23;80.283554666667;83.23;83.23;;83.23;83.23;;83.01;83.01;;82.59;82.59;;92.99;92.99;;93.20;93.20;;82.80;82.80;;82.16;82.16;;83.01;83.01;;85.10;85.10;;85.10;85.10;;92.99;92.99;;86.29;86.29;;86.29;86.29;;85.65;85.65;;90.47;90.47;;90.68;90.68;;90.47;90.47;;78.73;78.73;;79.16;79.16;;78.73;78.73;;72.89;72.89;;73.32;73.32;;73.54;73.54;;73.54;73.54;;73.11;73.11;;73.11;73.11;
"2021-07-07 18:15:00";115.44;115.44;129.18963933333;115.44;115.44;;115.44;115.44;;115.14;115.14;;114.55;114.55;;128.98;128.98;;129.27;129.27;;114.85;114.85;;113.96;113.96;;115.14;115.14;;118.04;118.04;;118.04;118.04;;128.98;128.98;;119.69;119.69;;119.69;119.69;;118.80;118.80;;125.49;125.49;;125.78;125.78;;125.49;125.49;;109.20;109.20;;109.80;109.80;;109.20;109.20;;101.10;101.10;;101.70;101.70;;102.00;102.00;;102.00;102.00;;101.40;101.40;;101.40;101.40;
"2021-07-07 18:30:00";291.75;291.75;316.78122066667;291.75;291.75;;291.75;291.75;;291.00;291.00;;289.50;289.50;;325.98;325.98;;326.71;326.71;;290.25;290.25;;288.01;288.01;;291.00;291.00;;298.31;298.31;;298.31;298.31;;325.98;325.98;;302.48;302.48;;302.48;302.48;;300.25;300.25;;317.14;317.14;;317.88;317.88;;317.14;317.14;;275.98;275.98;;277.49;277.49;;275.98;275.98;;255.51;255.51;;257.02;257.02;;257.77;257.77;;257.77;257.77;;256.27;256.27;;256.27;256.27;
"2021-07-07 18:45:00";301.01;301.01;284.39430783333;301.01;301.01;;301.01;301.01;;300.24;300.24;;298.69;298.69;;336.33;336.33;;337.08;337.08;;299.46;299.46;;297.15;297.15;;300.24;300.24;;307.78;307.78;;307.78;307.78;;336.33;336.33;;312.08;312.08;;312.08;312.08;;309.78;309.78;;327.21;327.21;;327.97;327.97;;327.21;327.21;;284.74;284.74;;286.30;286.30;;284.74;284.74;;263.62;263.62;;265.18;265.18;;265.96;265.96;;265.96;265.96;;264.40;264.40;;264.40;264.40;
"2021-07-07 19:00:00";183.68;183.68;180.53880916667;183.68;183.68;;183.68;183.68;;183.20;183.20;;182.26;182.26;;205.23;205.23;;205.69;205.69;;182.73;182.73;;181.32;181.32;;183.20;183.20;;187.81;187.81;;187.81;187.81;;205.23;205.23;;190.43;190.43;;190.43;190.43;;189.03;189.03;;199.66;199.66;;200.13;200.13;;199.66;199.66;;173.75;173.75;;174.70;174.70;;173.75;173.75;;160.87;160.87;;161.81;161.81;;162.29;162.29;;162.29;162.29;;161.34;161.34;;161.34;161.34;
"2021-07-07 19:15:00";165.64;165.64;170.11153;165.64;165.64;;165.64;165.64;;165.21;165.21;;164.36;164.36;;185.07;185.07;;185.49;185.49;;164.79;164.79;;163.51;163.51;;165.21;165.21;;169.36;169.36;;169.36;169.36;;185.07;185.07;;171.73;171.73;;171.73;171.73;;170.46;170.46;;180.05;180.05;;180.47;180.47;;180.05;180.05;;156.69;156.69;;157.54;157.54;;156.69;156.69;;145.07;145.07;;145.92;145.92;;146.35;146.35;;146.35;146.35;;145.49;145.49;;145.49;145.49;
"2021-07-07 19:30:00";182.21;182.21;190.06483583333;182.21;182.21;;182.21;182.21;;181.74;181.74;;180.81;180.81;;203.59;203.59;;204.04;204.04;;181.28;181.28;;179.87;179.87;;181.74;181.74;;186.31;186.31;;186.31;186.31;;203.59;203.59;;188.91;188.91;;188.91;188.91;;187.52;187.52;;198.07;198.07;;198.53;198.53;;198.07;198.07;;172.37;172.37;;173.30;173.30;;172.37;172.37;;159.58;159.58;;160.52;160.52;;160.99;160.99;;160.99;160.99;;160.05;160.05;;160.05;160.05;
"2021-07-07 19:45:00";180.66;180.66;181.36088333333;180.67;180.67;;180.67;180.67;;180.20;180.20;;179.28;179.28;;201.86;201.86;;202.31;202.31;;179.74;179.74;;178.35;178.35;;180.20;180.20;;184.73;184.73;;184.73;184.73;;201.86;201.86;;187.31;187.31;;187.31;187.31;;185.93;185.93;;196.39;196.39;;196.85;196.85;;196.39;196.39;;170.90;170.90;;171.84;171.84;;170.90;170.90;;158.23;158.23;;159.16;159.16;;159.63;159.63;;159.63;159.63;;158.69;158.69;;158.69;158.69;
"2021-07-07 20:00:00";105.91;105.91;95.650814;105.91;105.91;;105.91;105.91;;105.64;105.64;;105.09;105.09;;118.34;118.34;;118.60;118.60;;105.37;105.37;;104.55;104.55;;105.64;105.64;;108.29;108.29;;108.29;108.29;;118.34;118.34;;109.81;109.81;;109.81;109.81;;109.00;109.00;;115.13;115.13;;115.40;115.40;;115.13;115.13;;100.19;100.19;;100.73;100.73;;100.19;100.19;;92.76;92.76;;93.30;93.30;;93.58;93.58;;93.58;93.58;;93.03;93.03;;93.03;93.03;
"2021-07-07 20:15:00";70.40;70.40;57.588793333333;70.40;70.40;;70.40;70.40;;70.22;70.22;;69.86;69.86;;78.66;78.66;;78.84;78.84;;70.04;70.04;;69.50;69.50;;70.22;70.22;;71.99;71.99;;71.99;71.99;;78.66;78.66;;72.99;72.99;;72.99;72.99;;72.45;72.45;;76.53;76.53;;76.71;76.71;;76.53;76.53;;66.60;66.60;;66.96;66.96;;66.60;66.60;;61.66;61.66;;62.02;62.02;;62.21;62.21;;62.21;62.21;;61.84;61.84;;61.84;61.84;
"2021-07-07 20:30:00";75.84;75.84;67.3331835;75.84;75.84;;75.84;75.84;;75.65;75.65;;75.26;75.26;;84.74;84.74;;84.93;84.93;;75.45;75.45;;74.87;74.87;;75.65;75.65;;77.55;77.55;;77.55;77.55;;84.74;84.74;;78.63;78.63;;78.63;78.63;;78.05;78.05;;82.45;82.45;;82.64;82.64;;82.45;82.45;;71.75;71.75;;72.14;72.14;;71.75;71.75;;66.42;66.42;;66.82;66.82;;67.01;67.01;;67.01;67.01;;66.62;66.62;;66.62;66.62;
"2021-07-07 20:45:00";63.86;63.86;51.727806666667;63.86;63.86;;63.86;63.86;;63.70;63.70;;63.37;63.37;;71.35;71.35;;71.51;71.51;;63.53;63.53;;63.04;63.04;;63.70;63.70;;65.30;65.30;;65.30;65.30;;71.35;71.35;;66.21;66.21;;66.21;66.21;;65.72;65.72;;69.42;69.42;;69.58;69.58;;69.42;69.42;;60.41;60.41;;60.74;60.74;;60.41;60.41;;55.93;55.93;;56.26;56.26;;56.43;56.43;;56.43;56.43;;56.10;56.10;;56.10;56.10;
"2021-07-07 21:00:00";45.81;45.81;26.435956333333;45.80;45.80;;45.80;45.80;;45.69;45.69;;45.45;45.45;;51.18;51.18;;51.29;51.29;;45.57;45.57;;45.22;45.22;;45.69;45.69;;46.83;46.83;;46.83;46.83;;51.18;51.18;;47.49;47.49;;47.49;47.49;;47.14;47.14;;49.79;49.79;;49.91;49.91;;49.79;49.79;;43.33;43.33;;43.57;43.57;;43.33;43.33;;40.12;40.12;;40.35;40.35;;40.47;40.47;;40.47;40.47;;40.23;40.23;;40.23;40.23;
"2021-07-07 21:15:00";29.36;29.36;16.7659855;29.36;29.36;;29.36;29.36;;29.29;29.29;;29.14;29.14;;32.80;32.80;;32.88;32.88;;29.21;29.21;;28.98;28.98;;29.29;29.29;;30.02;30.02;;30.02;30.02;;32.80;32.80;;30.44;30.44;;30.44;30.44;;30.22;30.22;;31.92;31.92;;31.99;31.99;;31.92;31.92;;27.77;27.77;;27.93;27.93;;27.77;27.77;;25.71;25.71;;25.87;25.87;;25.94;25.94;;25.94;25.94;;25.79;25.79;;25.79;25.79;
"2021-07-07 21:30:00";9.62;9.62;11.993530666667;9.62;9.62;;9.62;9.62;;9.60;9.60;;9.55;9.55;;10.75;10.75;;10.77;10.77;;9.57;9.57;;9.50;9.50;;9.60;9.60;;9.84;9.84;;9.84;9.84;;10.75;10.75;;9.98;9.98;;9.98;9.98;;9.90;9.90;;10.46;10.46;;10.48;10.48;;10.46;10.46;;9.10;9.10;;9.15;9.15;;9.10;9.10;;8.43;8.43;;8.48;8.48;;8.50;8.50;;8.50;8.50;;8.45;8.45;;8.45;8.45;
"2021-07-07 21:45:00";5.06;5.06;6.204503;5.06;5.06;;5.06;5.06;;5.04;5.04;;5.02;5.02;;5.65;5.65;;5.66;5.66;;5.03;5.03;;4.99;4.99;;5.04;5.04;;5.17;5.17;;5.17;5.17;;5.65;5.65;;5.24;5.24;;5.24;5.24;;5.20;5.20;;5.50;5.50;;5.51;5.51;;5.50;5.50;;4.78;4.78;;4.81;4.81;;4.78;4.78;;4.43;4.43;;4.45;4.45;;4.47;4.47;;4.47;4.47;;4.44;4.44;;4.44;4.44;
